de_dust2|Long A Corner|820.490000|808.030000|47.030000
de_dust2|Mid Doors|311.440000|1786.080000|96.030000
de_mirage|Waypoint 3|703.590027|-1603.119995|-262.884155
de_mirage|Waypoint 4|-1039.569946|-327.510010|-367.969971
de_mirage|Waypoint 5|605.469971|-1718.959961|-258.089966
de_mirage|Waypoint 6|-1005.979980|-2480.600098|-167.969971
de_mirage|Waypoint 7|576.919983|-1717.410034|-259.040039
de_mirage|Waypoint 8|12.230000|-2093.409912|-39.969971
de_mirage|Palace Sofa|509.549988|-1665.900024|-263.969971
de_mirage|Ramp Arch|459.299988|-2343.780029|-39.969971
de_mirage|Waypoint 11|444.760010|-1710.550049|-234.345154
de_mirage|Waypoint 12|1039.959961|-1909.430054|-71.969971
de_mirage|Waypoint 13|430.869995|-1523.459961|-227.400024
de_mirage|Waypoint 14|-675.450012|-780.140015|-262.049988
de_mirage|Waypoint 15|487.579987|-1601.250000|-255.755066
de_mirage|Waypoint 16|527.969971|-534.739990|-155.969971
de_mirage|Waypoint 17|-647.059998|-778.039978|-261.969971
de_mirage|Waypoint 18|419.380005|-1522.170044|-221.650024
de_mirage|Waypoint 19|-628.489990|-778.789978|-261.969971
de_mirage|Waypoint 20|-142.969971|-1418.030029|-72.175354
de_mirage|Waypoint 21|-611.440002|-767.450012|-261.969971
de_mirage|Waypoint 22|-297.200012|-1529.680054|-167.969971
de_mirage|Waypoint 23|-600.880005|-739.219971|-262.384521
de_mirage|Waypoint 24|-391.369995|-2031.910034|-179.969971
de_mirage|Waypoint 25|-152.510010|-934.700012|-167.549988
de_mirage|Waypoint 26|-704.820007|-814.349976|-263.969971
de_mirage|Waypoint 27|-1374.630005|-987.340027|-167.969971
de_mirage|Waypoint 28|-999.979980|-307.890015|-367.969971
de_mirage|Waypoint 29|684.140015|-1625.900024|-262.549988
de_mirage|Waypoint 30|-1070.300049|-2468.479980|-167.969971
de_mirage|Waypoint 31|691.760010|-1642.520020|-258.559998
de_mirage|Waypoint 32|-1711.969971|-1023.419983|-203.919983
de_mirage|Waypoint 33|11.610000|-607.979980|-189.969971
de_mirage|Waypoint 34|-1671.040039|564.309998|-167.969971
de_mirage|Waypoint 35|-1133.829956|-786.659973|-167.969971
de_mirage|Waypoint 36|-1567.949951|526.260010|-167.969971
de_mirage|Waypoint 37|-1054.209961|731.780029|-79.969971
de_mirage|Waypoint 38|-1449.300049|252.919998|-166.969971
de_mirage|Waypoint 39|-1504.239990|750.580017|-47.969971
de_mirage|Waypoint 40|-1633.510010|115.839996|-168.390015
de_mirage|Waypoint 41|-752.039978|-61.729980|-161.070007
de_mirage|Waypoint 42|20.350000|-2122.479980|-39.969971
de_mirage|Waypoint 43|667.859985|-1601.040039|-263.969971
de_mirage|Waypoint 44|151.970001|-2071.959961|-39.969971
de_mirage|Waypoint 45|208.149994|-1437.609985|-175.969971
de_mirage|Waypoint 46|15.970000|-1740.469971|-167.969971
de_mirage|Waypoint 47|947.479980|-2273.429932|-39.969971
de_mirage|Waypoint 48|-129.660034|-2412.969971|-163.969971
de_mirage|Waypoint 49|735.969971|-2390.939941|10.625783
de_mirage|Waypoint 50|-282.839966|-2399.040039|-163.969971
de_mirage|Waypoint 51|1179.099976|-1479.959961|-167.969971
de_mirage|Waypoint 52|878.890015|-2009.500000|-71.969971
de_mirage|Waypoint 53|-552.229980|-1310.530029|-163.969971
de_mirage|Waypoint 54|-453.459961|-1798.520020|-175.765930
de_mirage|Waypoint 55|-1504.520020|-1420.020020|-259.969971
de_mirage|Waypoint 56|-327.190002|-2037.790039|-175.179993
de_mirage|Waypoint 57|-1525.030029|-1474.209961|-259.969971
de_mirage|Waypoint 58|-494.799988|-702.299988|-267.715149
de_mirage|Waypoint 59|-1504.390015|-1440.339966|-259.969971
de_mirage|Waypoint 60|-1156.040039|-1248.180054|-167.969971
de_mirage|Waypoint 61|-1556.839966|-950.869995|-191.929993
de_mirage|Waypoint 62|-1041.400024|-300.320007|-367.969971
de_mirage|Waypoint 63|-1572.530029|-1607.209961|-263.619995
de_mirage|Waypoint 64|-1961.599976|-472.469971|-167.969971
de_mirage|Waypoint 65|-1006.520020|-321.760010|-367.969971
de_mirage|Waypoint 66|-1128.400024|295.970001|-159.969971
de_mirage|Waypoint 67|-436.489990|662.299988|-79.640015
de_mirage|Waypoint 68|-1073.819946|297.220001|-159.969971
de_mirage|Waypoint 69|-1012.979980|546.719971|-79.969971
de_mirage|Waypoint 70|-1839.260010|241.860001|-162.150024
de_mirage|Waypoint 71|-982.119995|327.820007|-367.969971
de_mirage|Waypoint 72|-913.929993|112.040001|-170.460022
de_mirage|Waypoint 73|-1011.929993|-163.109985|-367.968750
de_mirage|Waypoint 74|-2004.439941|682.369995|-46.559998
de_mirage|Waypoint 75|-1038.339966|360.309998|-367.969971
de_mirage|Waypoint 76|-1932.829956|-356.130005|-167.969971
de_mirage|Waypoint 77|-969.880005|-378.170044|-346.880005
de_mirage|Waypoint 78|187.100006|841.369995|-135.969971
de_mirage|Waypoint 79|-1017.469971|-456.400024|-307.765076
de_mirage|Waypoint 80|-969.659973|240.660004|-171.390015
de_mirage|Waypoint 81|-710.950012|-821.330017|-263.969971
de_mirage|Waypoint 82|-1255.569946|-1440.030029|-158.010010
de_dust2|Waypoint 83|915.469971|2412.669922|127.029999
de_dust2|Waypoint 84|291.230011|2415.399902|-121.089966
de_dust2|Waypoint 85|-364.099976|2145.409912|-127.839966
de_dust2|Waypoint 86|334.000000|1678.270020|43.279999
de_dust2|Waypoint 87|362.839996|1636.500000|21.385853
de_dust2|Waypoint 88|-166.030029|2172.270020|-126.000000
de_dust2|Waypoint 89|1146.689941|2276.100098|9.440000
de_dust2|Waypoint 90|1356.489990|2533.699951|67.160004
de_dust2|Waypoint 91|597.710022|457.309998|1.205393
de_dust2|Waypoint 92|-541.419983|404.950012|5.820000
de_overpass|Waypoint 93|-2563.216797|-44.171631|480.031250
de_anubis|Waypoint 94|-1494.924561|662.294312|71.031250
de_anubis|Waypoint 95|693.130432|203.019455|-188.660156
de_mirage|Waypoint 96|-1488.070068|-1016.000000|-209.467773
de_inferno|Waypoint 97|2186.616211|1009.058716|171.179062
de_nuke|Waypoint 98|530.033020|350.317352|-556.929321
de_mirage|Waypoint 99|267.455597|-1585.966187|-175.968750
de_mirage|Waypoint 100|-617.031250|-839.695618|-263.968750
de_mirage|Waypoint 101|-837.937073|22.331427|-167.689453
de_mirage|Waypoint 102|-1138.968506|585.290344|-79.968750
de_dust2|Waypoint 103|760.762573|810.563477|102.572632
de_dust2|Waypoint 104|633.996460|863.326782|56.159912
de_anubis|Waypoint 105|-873.208984|-893.990234|86.433456
